Key;time_full;hour;minute;second;minutes_after_00;period_of_day
6041;01:40:40;1;40;40;100;Madrugada
6042;01:40:41;1;40;41;100;Madrugada
6043;01:40:42;1;40;42;100;Madrugada
6044;01:40:43;1;40;43;100;Madrugada
6045;01:40:44;1;40;44;100;Madrugada
6046;01:40:45;1;40;45;100;Madrugada
6047;01:40:46;1;40;46;100;Madrugada
6048;01:40:47;1;40;47;100;Madrugada
6049;01:40:48;1;40;48;100;Madrugada
6050;01:40:49;1;40;49;100;Madrugada
6051;01:40:50;1;40;50;100;Madrugada
6052;01:40:51;1;40;51;100;Madrugada
6053;01:40:52;1;40;52;100;Madrugada
6054;01:40:53;1;40;53;100;Madrugada
6055;01:40:54;1;40;54;100;Madrugada
6056;01:40:55;1;40;55;100;Madrugada
6057;01:40:56;1;40;56;100;Madrugada
6058;01:40:57;1;40;57;100;Madrugada
6059;01:40:58;1;40;58;100;Madrugada
6060;01:40:59;1;40;59;100;Madrugada
6061;01:41:00;1;41;0;101;Madrugada
6062;01:41:01;1;41;1;101;Madrugada
6063;01:41:02;1;41;2;101;Madrugada
6064;01:41:03;1;41;3;101;Madrugada
6065;01:41:04;1;41;4;101;Madrugada
6066;01:41:05;1;41;5;101;Madrugada
6067;01:41:06;1;41;6;101;Madrugada
6068;01:41:07;1;41;7;101;Madrugada
6069;01:41:08;1;41;8;101;Madrugada
6070;01:41:09;1;41;9;101;Madrugada
6071;01:41:10;1;41;10;101;Madrugada
6072;01:41:11;1;41;11;101;Madrugada
6073;01:41:12;1;41;12;101;Madrugada
6074;01:41:13;1;41;13;101;Madrugada
6075;01:41:14;1;41;14;101;Madrugada
6076;01:41:15;1;41;15;101;Madrugada
6077;01:41:16;1;41;16;101;Madrugada
6078;01:41:17;1;41;17;101;Madrugada
6079;01:41:18;1;41;18;101;Madrugada
6080;01:41:19;1;41;19;101;Madrugada
6081;01:41:20;1;41;20;101;Madrugada
6082;01:41:21;1;41;21;101;Madrugada
6083;01:41:22;1;41;22;101;Madrugada
6084;01:41:23;1;41;23;101;Madrugada
6085;01:41:24;1;41;24;101;Madrugada
6086;01:41:25;1;41;25;101;Madrugada
6087;01:41:26;1;41;26;101;Madrugada
6088;01:41:27;1;41;27;101;Madrugada
6089;01:41:28;1;41;28;101;Madrugada
6090;01:41:29;1;41;29;101;Madrugada
6091;01:41:30;1;41;30;101;Madrugada
6092;01:41:31;1;41;31;101;Madrugada
6093;01:41:32;1;41;32;101;Madrugada
6094;01:41:33;1;41;33;101;Madrugada
6095;01:41:34;1;41;34;101;Madrugada
6096;01:41:35;1;41;35;101;Madrugada
6097;01:41:36;1;41;36;101;Madrugada
6098;01:41:37;1;41;37;101;Madrugada
6099;01:41:38;1;41;38;101;Madrugada
6100;01:41:39;1;41;39;101;Madrugada
6101;01:41:40;1;41;40;101;Madrugada
6102;01:41:41;1;41;41;101;Madrugada
6103;01:41:42;1;41;42;101;Madrugada
6104;01:41:43;1;41;43;101;Madrugada
6105;01:41:44;1;41;44;101;Madrugada
6106;01:41:45;1;41;45;101;Madrugada
6107;01:41:46;1;41;46;101;Madrugada
6108;01:41:47;1;41;47;101;Madrugada
6109;01:41:48;1;41;48;101;Madrugada
6110;01:41:49;1;41;49;101;Madrugada
6111;01:41:50;1;41;50;101;Madrugada
6112;01:41:51;1;41;51;101;Madrugada
6113;01:41:52;1;41;52;101;Madrugada
6114;01:41:53;1;41;53;101;Madrugada
6115;01:41:54;1;41;54;101;Madrugada
6116;01:41:55;1;41;55;101;Madrugada
6117;01:41:56;1;41;56;101;Madrugada
6118;01:41:57;1;41;57;101;Madrugada
6119;01:41:58;1;41;58;101;Madrugada
6120;01:41:59;1;41;59;101;Madrugada
6121;01:42:00;1;42;0;102;Madrugada
6122;01:42:01;1;42;1;102;Madrugada
6123;01:42:02;1;42;2;102;Madrugada
6124;01:42:03;1;42;3;102;Madrugada
6125;01:42:04;1;42;4;102;Madrugada
6126;01:42:05;1;42;5;102;Madrugada
6127;01:42:06;1;42;6;102;Madrugada
6128;01:42:07;1;42;7;102;Madrugada
6129;01:42:08;1;42;8;102;Madrugada
6130;01:42:09;1;42;9;102;Madrugada
6131;01:42:10;1;42;10;102;Madrugada
6132;01:42:11;1;42;11;102;Madrugada
6133;01:42:12;1;42;12;102;Madrugada
6134;01:42:13;1;42;13;102;Madrugada
6135;01:42:14;1;42;14;102;Madrugada
6136;01:42:15;1;42;15;102;Madrugada
6137;01:42:16;1;42;16;102;Madrugada
6138;01:42:17;1;42;17;102;Madrugada
6139;01:42:18;1;42;18;102;Madrugada
6140;01:42:19;1;42;19;102;Madrugada
6141;01:42:20;1;42;20;102;Madrugada
6142;01:42:21;1;42;21;102;Madrugada
6143;01:42:22;1;42;22;102;Madrugada
6144;01:42:23;1;42;23;102;Madrugada
6145;01:42:24;1;42;24;102;Madrugada
6146;01:42:25;1;42;25;102;Madrugada
6147;01:42:26;1;42;26;102;Madrugada
6148;01:42:27;1;42;27;102;Madrugada
6149;01:42:28;1;42;28;102;Madrugada
6150;01:42:29;1;42;29;102;Madrugada
6151;01:42:30;1;42;30;102;Madrugada
6152;01:42:31;1;42;31;102;Madrugada
6153;01:42:32;1;42;32;102;Madrugada
6154;01:42:33;1;42;33;102;Madrugada
6155;01:42:34;1;42;34;102;Madrugada
6156;01:42:35;1;42;35;102;Madrugada
6157;01:42:36;1;42;36;102;Madrugada
6158;01:42:37;1;42;37;102;Madrugada
6159;01:42:38;1;42;38;102;Madrugada
6160;01:42:39;1;42;39;102;Madrugada
6161;01:42:40;1;42;40;102;Madrugada
6162;01:42:41;1;42;41;102;Madrugada
6163;01:42:42;1;42;42;102;Madrugada
6164;01:42:43;1;42;43;102;Madrugada
6165;01:42:44;1;42;44;102;Madrugada
6166;01:42:45;1;42;45;102;Madrugada
6167;01:42:46;1;42;46;102;Madrugada
6168;01:42:47;1;42;47;102;Madrugada
6169;01:42:48;1;42;48;102;Madrugada
6170;01:42:49;1;42;49;102;Madrugada
6171;01:42:50;1;42;50;102;Madrugada
6172;01:42:51;1;42;51;102;Madrugada
6173;01:42:52;1;42;52;102;Madrugada
6174;01:42:53;1;42;53;102;Madrugada
6175;01:42:54;1;42;54;102;Madrugada
6176;01:42:55;1;42;55;102;Madrugada
6177;01:42:56;1;42;56;102;Madrugada
6178;01:42:57;1;42;57;102;Madrugada
6179;01:42:58;1;42;58;102;Madrugada
6180;01:42:59;1;42;59;102;Madrugada
6181;01:43:00;1;43;0;103;Madrugada
6182;01:43:01;1;43;1;103;Madrugada
6183;01:43:02;1;43;2;103;Madrugada
6184;01:43:03;1;43;3;103;Madrugada
6185;01:43:04;1;43;4;103;Madrugada
6186;01:43:05;1;43;5;103;Madrugada
6187;01:43:06;1;43;6;103;Madrugada
6188;01:43:07;1;43;7;103;Madrugada
6189;01:43:08;1;43;8;103;Madrugada
6190;01:43:09;1;43;9;103;Madrugada
6191;01:43:10;1;43;10;103;Madrugada
6192;01:43:11;1;43;11;103;Madrugada
6193;01:43:12;1;43;12;103;Madrugada
6194;01:43:13;1;43;13;103;Madrugada
6195;01:43:14;1;43;14;103;Madrugada
6196;01:43:15;1;43;15;103;Madrugada
6197;01:43:16;1;43;16;103;Madrugada
6198;01:43:17;1;43;17;103;Madrugada
6199;01:43:18;1;43;18;103;Madrugada
6200;01:43:19;1;43;19;103;Madrugada
6201;01:43:20;1;43;20;103;Madrugada
6202;01:43:21;1;43;21;103;Madrugada
6203;01:43:22;1;43;22;103;Madrugada
6204;01:43:23;1;43;23;103;Madrugada
6205;01:43:24;1;43;24;103;Madrugada
6206;01:43:25;1;43;25;103;Madrugada
6207;01:43:26;1;43;26;103;Madrugada
6208;01:43:27;1;43;27;103;Madrugada
6209;01:43:28;1;43;28;103;Madrugada
6210;01:43:29;1;43;29;103;Madrugada
6211;01:43:30;1;43;30;103;Madrugada
6212;01:43:31;1;43;31;103;Madrugada
6213;01:43:32;1;43;32;103;Madrugada
6214;01:43:33;1;43;33;103;Madrugada
6215;01:43:34;1;43;34;103;Madrugada
6216;01:43:35;1;43;35;103;Madrugada
6217;01:43:36;1;43;36;103;Madrugada
6218;01:43:37;1;43;37;103;Madrugada
6219;01:43:38;1;43;38;103;Madrugada
6220;01:43:39;1;43;39;103;Madrugada
6221;01:43:40;1;43;40;103;Madrugada
6222;01:43:41;1;43;41;103;Madrugada
6223;01:43:42;1;43;42;103;Madrugada
6224;01:43:43;1;43;43;103;Madrugada
6225;01:43:44;1;43;44;103;Madrugada
6226;01:43:45;1;43;45;103;Madrugada
6227;01:43:46;1;43;46;103;Madrugada
6228;01:43:47;1;43;47;103;Madrugada
6229;01:43:48;1;43;48;103;Madrugada
6230;01:43:49;1;43;49;103;Madrugada
6231;01:43:50;1;43;50;103;Madrugada
6232;01:43:51;1;43;51;103;Madrugada
6233;01:43:52;1;43;52;103;Madrugada
6234;01:43:53;1;43;53;103;Madrugada
6235;01:43:54;1;43;54;103;Madrugada
6236;01:43:55;1;43;55;103;Madrugada
6237;01:43:56;1;43;56;103;Madrugada
6238;01:43:57;1;43;57;103;Madrugada
6239;01:43:58;1;43;58;103;Madrugada
6240;01:43:59;1;43;59;103;Madrugada
6241;01:44:00;1;44;0;104;Madrugada
6242;01:44:01;1;44;1;104;Madrugada
6243;01:44:02;1;44;2;104;Madrugada
6244;01:44:03;1;44;3;104;Madrugada
6245;01:44:04;1;44;4;104;Madrugada
6246;01:44:05;1;44;5;104;Madrugada
6247;01:44:06;1;44;6;104;Madrugada
6248;01:44:07;1;44;7;104;Madrugada
6249;01:44:08;1;44;8;104;Madrugada
6250;01:44:09;1;44;9;104;Madrugada
6251;01:44:10;1;44;10;104;Madrugada
6252;01:44:11;1;44;11;104;Madrugada
6253;01:44:12;1;44;12;104;Madrugada
6254;01:44:13;1;44;13;104;Madrugada
6255;01:44:14;1;44;14;104;Madrugada
6256;01:44:15;1;44;15;104;Madrugada
6257;01:44:16;1;44;16;104;Madrugada
6258;01:44:17;1;44;17;104;Madrugada
6259;01:44:18;1;44;18;104;Madrugada
6260;01:44:19;1;44;19;104;Madrugada
6261;01:44:20;1;44;20;104;Madrugada
6262;01:44:21;1;44;21;104;Madrugada
6263;01:44:22;1;44;22;104;Madrugada
6264;01:44:23;1;44;23;104;Madrugada
6265;01:44:24;1;44;24;104;Madrugada
6266;01:44:25;1;44;25;104;Madrugada
6267;01:44:26;1;44;26;104;Madrugada
6268;01:44:27;1;44;27;104;Madrugada
6269;01:44:28;1;44;28;104;Madrugada
6270;01:44:29;1;44;29;104;Madrugada
6271;01:44:30;1;44;30;104;Madrugada
6272;01:44:31;1;44;31;104;Madrugada
6273;01:44:32;1;44;32;104;Madrugada
6274;01:44:33;1;44;33;104;Madrugada
6275;01:44:34;1;44;34;104;Madrugada
6276;01:44:35;1;44;35;104;Madrugada
6277;01:44:36;1;44;36;104;Madrugada
6278;01:44:37;1;44;37;104;Madrugada
6279;01:44:38;1;44;38;104;Madrugada
6280;01:44:39;1;44;39;104;Madrugada
6281;01:44:40;1;44;40;104;Madrugada
6282;01:44:41;1;44;41;104;Madrugada
6283;01:44:42;1;44;42;104;Madrugada
6284;01:44:43;1;44;43;104;Madrugada
6285;01:44:44;1;44;44;104;Madrugada
6286;01:44:45;1;44;45;104;Madrugada
6287;01:44:46;1;44;46;104;Madrugada
6288;01:44:47;1;44;47;104;Madrugada
6289;01:44:48;1;44;48;104;Madrugada
6290;01:44:49;1;44;49;104;Madrugada
6291;01:44:50;1;44;50;104;Madrugada
6292;01:44:51;1;44;51;104;Madrugada
6293;01:44:52;1;44;52;104;Madrugada
6294;01:44:53;1;44;53;104;Madrugada
6295;01:44:54;1;44;54;104;Madrugada
6296;01:44:55;1;44;55;104;Madrugada
6297;01:44:56;1;44;56;104;Madrugada
6298;01:44:57;1;44;57;104;Madrugada
6299;01:44:58;1;44;58;104;Madrugada
6300;01:44:59;1;44;59;104;Madrugada
6301;01:45:00;1;45;0;105;Madrugada
6302;01:45:01;1;45;1;105;Madrugada
6303;01:45:02;1;45;2;105;Madrugada
6304;01:45:03;1;45;3;105;Madrugada
6305;01:45:04;1;45;4;105;Madrugada
6306;01:45:05;1;45;5;105;Madrugada
6307;01:45:06;1;45;6;105;Madrugada
6308;01:45:07;1;45;7;105;Madrugada
6309;01:45:08;1;45;8;105;Madrugada
6310;01:45:09;1;45;9;105;Madrugada
6311;01:45:10;1;45;10;105;Madrugada
6312;01:45:11;1;45;11;105;Madrugada
6313;01:45:12;1;45;12;105;Madrugada
6314;01:45:13;1;45;13;105;Madrugada
6315;01:45:14;1;45;14;105;Madrugada
6316;01:45:15;1;45;15;105;Madrugada
6317;01:45:16;1;45;16;105;Madrugada
6318;01:45:17;1;45;17;105;Madrugada
6319;01:45:18;1;45;18;105;Madrugada
6320;01:45:19;1;45;19;105;Madrugada
6321;01:45:20;1;45;20;105;Madrugada
6322;01:45:21;1;45;21;105;Madrugada
6323;01:45:22;1;45;22;105;Madrugada
6324;01:45:23;1;45;23;105;Madrugada
6325;01:45:24;1;45;24;105;Madrugada
6326;01:45:25;1;45;25;105;Madrugada
6327;01:45:26;1;45;26;105;Madrugada
6328;01:45:27;1;45;27;105;Madrugada
6329;01:45:28;1;45;28;105;Madrugada
6330;01:45:29;1;45;29;105;Madrugada
6331;01:45:30;1;45;30;105;Madrugada
6332;01:45:31;1;45;31;105;Madrugada
6333;01:45:32;1;45;32;105;Madrugada
6334;01:45:33;1;45;33;105;Madrugada
6335;01:45:34;1;45;34;105;Madrugada
6336;01:45:35;1;45;35;105;Madrugada
6337;01:45:36;1;45;36;105;Madrugada
6338;01:45:37;1;45;37;105;Madrugada
6339;01:45:38;1;45;38;105;Madrugada
6340;01:45:39;1;45;39;105;Madrugada
6341;01:45:40;1;45;40;105;Madrugada
6342;01:45:41;1;45;41;105;Madrugada
6343;01:45:42;1;45;42;105;Madrugada
6344;01:45:43;1;45;43;105;Madrugada
6345;01:45:44;1;45;44;105;Madrugada
6346;01:45:45;1;45;45;105;Madrugada
6347;01:45:46;1;45;46;105;Madrugada
6348;01:45:47;1;45;47;105;Madrugada
6349;01:45:48;1;45;48;105;Madrugada
6350;01:45:49;1;45;49;105;Madrugada
6351;01:45:50;1;45;50;105;Madrugada
6352;01:45:51;1;45;51;105;Madrugada
6353;01:45:52;1;45;52;105;Madrugada
6354;01:45:53;1;45;53;105;Madrugada
6355;01:45:54;1;45;54;105;Madrugada
6356;01:45:55;1;45;55;105;Madrugada
6357;01:45:56;1;45;56;105;Madrugada
6358;01:45:57;1;45;57;105;Madrugada
6359;01:45:58;1;45;58;105;Madrugada
6360;01:45:59;1;45;59;105;Madrugada
6361;01:46:00;1;46;0;106;Madrugada
6362;01:46:01;1;46;1;106;Madrugada
6363;01:46:02;1;46;2;106;Madrugada
6364;01:46:03;1;46;3;106;Madrugada
6365;01:46:04;1;46;4;106;Madrugada
6366;01:46:05;1;46;5;106;Madrugada
6367;01:46:06;1;46;6;106;Madrugada
6368;01:46:07;1;46;7;106;Madrugada
6369;01:46:08;1;46;8;106;Madrugada
6370;01:46:09;1;46;9;106;Madrugada
6371;01:46:10;1;46;10;106;Madrugada
6372;01:46:11;1;46;11;106;Madrugada
6373;01:46:12;1;46;12;106;Madrugada
6374;01:46:13;1;46;13;106;Madrugada
6375;01:46:14;1;46;14;106;Madrugada
6376;01:46:15;1;46;15;106;Madrugada
6377;01:46:16;1;46;16;106;Madrugada
6378;01:46:17;1;46;17;106;Madrugada
6379;01:46:18;1;46;18;106;Madrugada
6380;01:46:19;1;46;19;106;Madrugada
6381;01:46:20;1;46;20;106;Madrugada
6382;01:46:21;1;46;21;106;Madrugada
6383;01:46:22;1;46;22;106;Madrugada
6384;01:46:23;1;46;23;106;Madrugada
6385;01:46:24;1;46;24;106;Madrugada
6386;01:46:25;1;46;25;106;Madrugada
6387;01:46:26;1;46;26;106;Madrugada
6388;01:46:27;1;46;27;106;Madrugada
6389;01:46:28;1;46;28;106;Madrugada
6390;01:46:29;1;46;29;106;Madrugada
6391;01:46:30;1;46;30;106;Madrugada
6392;01:46:31;1;46;31;106;Madrugada
6393;01:46:32;1;46;32;106;Madrugada
6394;01:46:33;1;46;33;106;Madrugada
6395;01:46:34;1;46;34;106;Madrugada
6396;01:46:35;1;46;35;106;Madrugada
6397;01:46:36;1;46;36;106;Madrugada
6398;01:46:37;1;46;37;106;Madrugada
6399;01:46:38;1;46;38;106;Madrugada
6400;01:46:39;1;46;39;106;Madrugada
6401;01:46:40;1;46;40;106;Madrugada
6402;01:46:41;1;46;41;106;Madrugada
6403;01:46:42;1;46;42;106;Madrugada
6404;01:46:43;1;46;43;106;Madrugada
6405;01:46:44;1;46;44;106;Madrugada
6406;01:46:45;1;46;45;106;Madrugada
6407;01:46:46;1;46;46;106;Madrugada
6408;01:46:47;1;46;47;106;Madrugada
6409;01:46:48;1;46;48;106;Madrugada
6410;01:46:49;1;46;49;106;Madrugada
6411;01:46:50;1;46;50;106;Madrugada
6412;01:46:51;1;46;51;106;Madrugada
6413;01:46:52;1;46;52;106;Madrugada
6414;01:46:53;1;46;53;106;Madrugada
6415;01:46:54;1;46;54;106;Madrugada
6416;01:46:55;1;46;55;106;Madrugada
6417;01:46:56;1;46;56;106;Madrugada
6418;01:46:57;1;46;57;106;Madrugada
6419;01:46:58;1;46;58;106;Madrugada
6420;01:46:59;1;46;59;106;Madrugada
6421;01:47:00;1;47;0;107;Madrugada
6422;01:47:01;1;47;1;107;Madrugada
6423;01:47:02;1;47;2;107;Madrugada
6424;01:47:03;1;47;3;107;Madrugada
6425;01:47:04;1;47;4;107;Madrugada
6426;01:47:05;1;47;5;107;Madrugada
6427;01:47:06;1;47;6;107;Madrugada
6428;01:47:07;1;47;7;107;Madrugada
6429;01:47:08;1;47;8;107;Madrugada
6430;01:47:09;1;47;9;107;Madrugada
6431;01:47:10;1;47;10;107;Madrugada
6432;01:47:11;1;47;11;107;Madrugada
6433;01:47:12;1;47;12;107;Madrugada
6434;01:47:13;1;47;13;107;Madrugada
6435;01:47:14;1;47;14;107;Madrugada
6436;01:47:15;1;47;15;107;Madrugada
6437;01:47:16;1;47;16;107;Madrugada
6438;01:47:17;1;47;17;107;Madrugada
6439;01:47:18;1;47;18;107;Madrugada
6440;01:47:19;1;47;19;107;Madrugada
6441;01:47:20;1;47;20;107;Madrugada
6442;01:47:21;1;47;21;107;Madrugada
6443;01:47:22;1;47;22;107;Madrugada
6444;01:47:23;1;47;23;107;Madrugada
6445;01:47:24;1;47;24;107;Madrugada
6446;01:47:25;1;47;25;107;Madrugada
6447;01:47:26;1;47;26;107;Madrugada
6448;01:47:27;1;47;27;107;Madrugada
6449;01:47:28;1;47;28;107;Madrugada
6450;01:47:29;1;47;29;107;Madrugada
6451;01:47:30;1;47;30;107;Madrugada
6452;01:47:31;1;47;31;107;Madrugada
6453;01:47:32;1;47;32;107;Madrugada
6454;01:47:33;1;47;33;107;Madrugada
6455;01:47:34;1;47;34;107;Madrugada
6456;01:47:35;1;47;35;107;Madrugada
6457;01:47:36;1;47;36;107;Madrugada
6458;01:47:37;1;47;37;107;Madrugada
6459;01:47:38;1;47;38;107;Madrugada
6460;01:47:39;1;47;39;107;Madrugada
6461;01:47:40;1;47;40;107;Madrugada
6462;01:47:41;1;47;41;107;Madrugada
6463;01:47:42;1;47;42;107;Madrugada
6464;01:47:43;1;47;43;107;Madrugada
6465;01:47:44;1;47;44;107;Madrugada
6466;01:47:45;1;47;45;107;Madrugada
6467;01:47:46;1;47;46;107;Madrugada
6468;01:47:47;1;47;47;107;Madrugada
6469;01:47:48;1;47;48;107;Madrugada
6470;01:47:49;1;47;49;107;Madrugada
6471;01:47:50;1;47;50;107;Madrugada
6472;01:47:51;1;47;51;107;Madrugada
6473;01:47:52;1;47;52;107;Madrugada
6474;01:47:53;1;47;53;107;Madrugada
6475;01:47:54;1;47;54;107;Madrugada
6476;01:47:55;1;47;55;107;Madrugada
6477;01:47:56;1;47;56;107;Madrugada
6478;01:47:57;1;47;57;107;Madrugada
6479;01:47:58;1;47;58;107;Madrugada
6480;01:47:59;1;47;59;107;Madrugada
6481;01:48:00;1;48;0;108;Madrugada
6482;01:48:01;1;48;1;108;Madrugada
6483;01:48:02;1;48;2;108;Madrugada
6484;01:48:03;1;48;3;108;Madrugada
6485;01:48:04;1;48;4;108;Madrugada
6486;01:48:05;1;48;5;108;Madrugada
6487;01:48:06;1;48;6;108;Madrugada
6488;01:48:07;1;48;7;108;Madrugada
6489;01:48:08;1;48;8;108;Madrugada
6490;01:48:09;1;48;9;108;Madrugada
6491;01:48:10;1;48;10;108;Madrugada
6492;01:48:11;1;48;11;108;Madrugada
6493;01:48:12;1;48;12;108;Madrugada
6494;01:48:13;1;48;13;108;Madrugada
6495;01:48:14;1;48;14;108;Madrugada
6496;01:48:15;1;48;15;108;Madrugada
6497;01:48:16;1;48;16;108;Madrugada
6498;01:48:17;1;48;17;108;Madrugada
6499;01:48:18;1;48;18;108;Madrugada
6500;01:48:19;1;48;19;108;Madrugada
6501;01:48:20;1;48;20;108;Madrugada
6502;01:48:21;1;48;21;108;Madrugada
6503;01:48:22;1;48;22;108;Madrugada
6504;01:48:23;1;48;23;108;Madrugada
6505;01:48:24;1;48;24;108;Madrugada
6506;01:48:25;1;48;25;108;Madrugada
6507;01:48:26;1;48;26;108;Madrugada
6508;01:48:27;1;48;27;108;Madrugada
6509;01:48:28;1;48;28;108;Madrugada
6510;01:48:29;1;48;29;108;Madrugada
6511;01:48:30;1;48;30;108;Madrugada
6512;01:48:31;1;48;31;108;Madrugada
6513;01:48:32;1;48;32;108;Madrugada
6514;01:48:33;1;48;33;108;Madrugada
6515;01:48:34;1;48;34;108;Madrugada
6516;01:48:35;1;48;35;108;Madrugada
6517;01:48:36;1;48;36;108;Madrugada
6518;01:48:37;1;48;37;108;Madrugada
6519;01:48:38;1;48;38;108;Madrugada
6520;01:48:39;1;48;39;108;Madrugada
6521;01:48:40;1;48;40;108;Madrugada
6522;01:48:41;1;48;41;108;Madrugada
6523;01:48:42;1;48;42;108;Madrugada
6524;01:48:43;1;48;43;108;Madrugada
6525;01:48:44;1;48;44;108;Madrugada
6526;01:48:45;1;48;45;108;Madrugada
6527;01:48:46;1;48;46;108;Madrugada
6528;01:48:47;1;48;47;108;Madrugada
6529;01:48:48;1;48;48;108;Madrugada
6530;01:48:49;1;48;49;108;Madrugada
6531;01:48:50;1;48;50;108;Madrugada
6532;01:48:51;1;48;51;108;Madrugada
6533;01:48:52;1;48;52;108;Madrugada
6534;01:48:53;1;48;53;108;Madrugada
6535;01:48:54;1;48;54;108;Madrugada
6536;01:48:55;1;48;55;108;Madrugada
6537;01:48:56;1;48;56;108;Madrugada
6538;01:48:57;1;48;57;108;Madrugada
6539;01:48:58;1;48;58;108;Madrugada
6540;01:48:59;1;48;59;108;Madrugada
6541;01:49:00;1;49;0;109;Madrugada
6542;01:49:01;1;49;1;109;Madrugada
6543;01:49:02;1;49;2;109;Madrugada
6544;01:49:03;1;49;3;109;Madrugada
6545;01:49:04;1;49;4;109;Madrugada
6546;01:49:05;1;49;5;109;Madrugada
6547;01:49:06;1;49;6;109;Madrugada
6548;01:49:07;1;49;7;109;Madrugada
6549;01:49:08;1;49;8;109;Madrugada
6550;01:49:09;1;49;9;109;Madrugada
6551;01:49:10;1;49;10;109;Madrugada
6552;01:49:11;1;49;11;109;Madrugada
6553;01:49:12;1;49;12;109;Madrugada
6554;01:49:13;1;49;13;109;Madrugada
6555;01:49:14;1;49;14;109;Madrugada
6556;01:49:15;1;49;15;109;Madrugada
6557;01:49:16;1;49;16;109;Madrugada
6558;01:49:17;1;49;17;109;Madrugada
6559;01:49:18;1;49;18;109;Madrugada
6560;01:49:19;1;49;19;109;Madrugada
6561;01:49:20;1;49;20;109;Madrugada
6562;01:49:21;1;49;21;109;Madrugada
6563;01:49:22;1;49;22;109;Madrugada
6564;01:49:23;1;49;23;109;Madrugada
6565;01:49:24;1;49;24;109;Madrugada
6566;01:49:25;1;49;25;109;Madrugada
6567;01:49:26;1;49;26;109;Madrugada
6568;01:49:27;1;49;27;109;Madrugada
6569;01:49:28;1;49;28;109;Madrugada
6570;01:49:29;1;49;29;109;Madrugada
6571;01:49:30;1;49;30;109;Madrugada
6572;01:49:31;1;49;31;109;Madrugada
6573;01:49:32;1;49;32;109;Madrugada
6574;01:49:33;1;49;33;109;Madrugada
6575;01:49:34;1;49;34;109;Madrugada
6576;01:49:35;1;49;35;109;Madrugada
6577;01:49:36;1;49;36;109;Madrugada
6578;01:49:37;1;49;37;109;Madrugada
6579;01:49:38;1;49;38;109;Madrugada
6580;01:49:39;1;49;39;109;Madrugada
6581;01:49:40;1;49;40;109;Madrugada
6582;01:49:41;1;49;41;109;Madrugada
6583;01:49:42;1;49;42;109;Madrugada
6584;01:49:43;1;49;43;109;Madrugada
6585;01:49:44;1;49;44;109;Madrugada
6586;01:49:45;1;49;45;109;Madrugada
6587;01:49:46;1;49;46;109;Madrugada
6588;01:49:47;1;49;47;109;Madrugada
6589;01:49:48;1;49;48;109;Madrugada
6590;01:49:49;1;49;49;109;Madrugada
6591;01:49:50;1;49;50;109;Madrugada
6592;01:49:51;1;49;51;109;Madrugada
6593;01:49:52;1;49;52;109;Madrugada
6594;01:49:53;1;49;53;109;Madrugada
6595;01:49:54;1;49;54;109;Madrugada
6596;01:49:55;1;49;55;109;Madrugada
6597;01:49:56;1;49;56;109;Madrugada
6598;01:49:57;1;49;57;109;Madrugada
6599;01:49:58;1;49;58;109;Madrugada
6600;01:49:59;1;49;59;109;Madrugada
6601;01:50:00;1;50;0;110;Madrugada
6602;01:50:01;1;50;1;110;Madrugada
6603;01:50:02;1;50;2;110;Madrugada
6604;01:50:03;1;50;3;110;Madrugada
6605;01:50:04;1;50;4;110;Madrugada
6606;01:50:05;1;50;5;110;Madrugada
6607;01:50:06;1;50;6;110;Madrugada
6608;01:50:07;1;50;7;110;Madrugada
6609;01:50:08;1;50;8;110;Madrugada
6610;01:50:09;1;50;9;110;Madrugada
6611;01:50:10;1;50;10;110;Madrugada
6612;01:50:11;1;50;11;110;Madrugada
6613;01:50:12;1;50;12;110;Madrugada
6614;01:50:13;1;50;13;110;Madrugada
6615;01:50:14;1;50;14;110;Madrugada
6616;01:50:15;1;50;15;110;Madrugada
6617;01:50:16;1;50;16;110;Madrugada
6618;01:50:17;1;50;17;110;Madrugada
6619;01:50:18;1;50;18;110;Madrugada
6620;01:50:19;1;50;19;110;Madrugada
6621;01:50:20;1;50;20;110;Madrugada
6622;01:50:21;1;50;21;110;Madrugada
6623;01:50:22;1;50;22;110;Madrugada
6624;01:50:23;1;50;23;110;Madrugada
6625;01:50:24;1;50;24;110;Madrugada
6626;01:50:25;1;50;25;110;Madrugada
6627;01:50:26;1;50;26;110;Madrugada
6628;01:50:27;1;50;27;110;Madrugada
6629;01:50:28;1;50;28;110;Madrugada
6630;01:50:29;1;50;29;110;Madrugada
6631;01:50:30;1;50;30;110;Madrugada
6632;01:50:31;1;50;31;110;Madrugada
6633;01:50:32;1;50;32;110;Madrugada
6634;01:50:33;1;50;33;110;Madrugada
6635;01:50:34;1;50;34;110;Madrugada
6636;01:50:35;1;50;35;110;Madrugada
6637;01:50:36;1;50;36;110;Madrugada
6638;01:50:37;1;50;37;110;Madrugada
6639;01:50:38;1;50;38;110;Madrugada
6640;01:50:39;1;50;39;110;Madrugada
6641;01:50:40;1;50;40;110;Madrugada
6642;01:50:41;1;50;41;110;Madrugada
6643;01:50:42;1;50;42;110;Madrugada
6644;01:50:43;1;50;43;110;Madrugada
6645;01:50:44;1;50;44;110;Madrugada
6646;01:50:45;1;50;45;110;Madrugada
6647;01:50:46;1;50;46;110;Madrugada
