Key;time_full;hour;minute;second;minutes_after_00;period_of_day
1;00:00:00;0;0;0;0;Madrugada
2;00:00:01;0;0;1;0;Madrugada
3;00:00:02;0;0;2;0;Madrugada
4;00:00:03;0;0;3;0;Madrugada
5;00:00:04;0;0;4;0;Madrugada
6;00:00:05;0;0;5;0;Madrugada
7;00:00:06;0;0;6;0;Madrugada
8;00:00:07;0;0;7;0;Madrugada
9;00:00:08;0;0;8;0;Madrugada
10;00:00:09;0;0;9;0;Madrugada
11;00:00:10;0;0;10;0;Madrugada
12;00:00:11;0;0;11;0;Madrugada
13;00:00:12;0;0;12;0;Madrugada
14;00:00:13;0;0;13;0;Madrugada
15;00:00:14;0;0;14;0;Madrugada
16;00:00:15;0;0;15;0;Madrugada
17;00:00:16;0;0;16;0;Madrugada
18;00:00:17;0;0;17;0;Madrugada
19;00:00:18;0;0;18;0;Madrugada
20;00:00:19;0;0;19;0;Madrugada
21;00:00:20;0;0;20;0;Madrugada
22;00:00:21;0;0;21;0;Madrugada
23;00:00:22;0;0;22;0;Madrugada
24;00:00:23;0;0;23;0;Madrugada
25;00:00:24;0;0;24;0;Madrugada
26;00:00:25;0;0;25;0;Madrugada
27;00:00:26;0;0;26;0;Madrugada
28;00:00:27;0;0;27;0;Madrugada
29;00:00:28;0;0;28;0;Madrugada
30;00:00:29;0;0;29;0;Madrugada
31;00:00:30;0;0;30;0;Madrugada
32;00:00:31;0;0;31;0;Madrugada
33;00:00:32;0;0;32;0;Madrugada
34;00:00:33;0;0;33;0;Madrugada
35;00:00:34;0;0;34;0;Madrugada
36;00:00:35;0;0;35;0;Madrugada
37;00:00:36;0;0;36;0;Madrugada
38;00:00:37;0;0;37;0;Madrugada
39;00:00:38;0;0;38;0;Madrugada
40;00:00:39;0;0;39;0;Madrugada
41;00:00:40;0;0;40;0;Madrugada
42;00:00:41;0;0;41;0;Madrugada
43;00:00:42;0;0;42;0;Madrugada
44;00:00:43;0;0;43;0;Madrugada
45;00:00:44;0;0;44;0;Madrugada
46;00:00:45;0;0;45;0;Madrugada
47;00:00:46;0;0;46;0;Madrugada
48;00:00:47;0;0;47;0;Madrugada
49;00:00:48;0;0;48;0;Madrugada
50;00:00:49;0;0;49;0;Madrugada
51;00:00:50;0;0;50;0;Madrugada
52;00:00:51;0;0;51;0;Madrugada
53;00:00:52;0;0;52;0;Madrugada
54;00:00:53;0;0;53;0;Madrugada
55;00:00:54;0;0;54;0;Madrugada
56;00:00:55;0;0;55;0;Madrugada
57;00:00:56;0;0;56;0;Madrugada
58;00:00:57;0;0;57;0;Madrugada
59;00:00:58;0;0;58;0;Madrugada
60;00:00:59;0;0;59;0;Madrugada
61;00:01:00;0;1;0;1;Madrugada
62;00:01:01;0;1;1;1;Madrugada
63;00:01:02;0;1;2;1;Madrugada
64;00:01:03;0;1;3;1;Madrugada
65;00:01:04;0;1;4;1;Madrugada
66;00:01:05;0;1;5;1;Madrugada
67;00:01:06;0;1;6;1;Madrugada
68;00:01:07;0;1;7;1;Madrugada
69;00:01:08;0;1;8;1;Madrugada
70;00:01:09;0;1;9;1;Madrugada
71;00:01:10;0;1;10;1;Madrugada
72;00:01:11;0;1;11;1;Madrugada
73;00:01:12;0;1;12;1;Madrugada
74;00:01:13;0;1;13;1;Madrugada
75;00:01:14;0;1;14;1;Madrugada
76;00:01:15;0;1;15;1;Madrugada
77;00:01:16;0;1;16;1;Madrugada
78;00:01:17;0;1;17;1;Madrugada
79;00:01:18;0;1;18;1;Madrugada
80;00:01:19;0;1;19;1;Madrugada
81;00:01:20;0;1;20;1;Madrugada
82;00:01:21;0;1;21;1;Madrugada
83;00:01:22;0;1;22;1;Madrugada
84;00:01:23;0;1;23;1;Madrugada
85;00:01:24;0;1;24;1;Madrugada
86;00:01:25;0;1;25;1;Madrugada
87;00:01:26;0;1;26;1;Madrugada
88;00:01:27;0;1;27;1;Madrugada
89;00:01:28;0;1;28;1;Madrugada
90;00:01:29;0;1;29;1;Madrugada
91;00:01:30;0;1;30;1;Madrugada
92;00:01:31;0;1;31;1;Madrugada
93;00:01:32;0;1;32;1;Madrugada
94;00:01:33;0;1;33;1;Madrugada
95;00:01:34;0;1;34;1;Madrugada
96;00:01:35;0;1;35;1;Madrugada
97;00:01:36;0;1;36;1;Madrugada
98;00:01:37;0;1;37;1;Madrugada
99;00:01:38;0;1;38;1;Madrugada
100;00:01:39;0;1;39;1;Madrugada
101;00:01:40;0;1;40;1;Madrugada
102;00:01:41;0;1;41;1;Madrugada
103;00:01:42;0;1;42;1;Madrugada
104;00:01:43;0;1;43;1;Madrugada
105;00:01:44;0;1;44;1;Madrugada
106;00:01:45;0;1;45;1;Madrugada
107;00:01:46;0;1;46;1;Madrugada
108;00:01:47;0;1;47;1;Madrugada
109;00:01:48;0;1;48;1;Madrugada
110;00:01:49;0;1;49;1;Madrugada
111;00:01:50;0;1;50;1;Madrugada
112;00:01:51;0;1;51;1;Madrugada
113;00:01:52;0;1;52;1;Madrugada
114;00:01:53;0;1;53;1;Madrugada
115;00:01:54;0;1;54;1;Madrugada
116;00:01:55;0;1;55;1;Madrugada
117;00:01:56;0;1;56;1;Madrugada
118;00:01:57;0;1;57;1;Madrugada
119;00:01:58;0;1;58;1;Madrugada
120;00:01:59;0;1;59;1;Madrugada
121;00:02:00;0;2;0;2;Madrugada
122;00:02:01;0;2;1;2;Madrugada
123;00:02:02;0;2;2;2;Madrugada
124;00:02:03;0;2;3;2;Madrugada
125;00:02:04;0;2;4;2;Madrugada
126;00:02:05;0;2;5;2;Madrugada
127;00:02:06;0;2;6;2;Madrugada
128;00:02:07;0;2;7;2;Madrugada
129;00:02:08;0;2;8;2;Madrugada
130;00:02:09;0;2;9;2;Madrugada
131;00:02:10;0;2;10;2;Madrugada
132;00:02:11;0;2;11;2;Madrugada
133;00:02:12;0;2;12;2;Madrugada
134;00:02:13;0;2;13;2;Madrugada
135;00:02:14;0;2;14;2;Madrugada
136;00:02:15;0;2;15;2;Madrugada
137;00:02:16;0;2;16;2;Madrugada
138;00:02:17;0;2;17;2;Madrugada
139;00:02:18;0;2;18;2;Madrugada
140;00:02:19;0;2;19;2;Madrugada
141;00:02:20;0;2;20;2;Madrugada
142;00:02:21;0;2;21;2;Madrugada
143;00:02:22;0;2;22;2;Madrugada
144;00:02:23;0;2;23;2;Madrugada
145;00:02:24;0;2;24;2;Madrugada
146;00:02:25;0;2;25;2;Madrugada
147;00:02:26;0;2;26;2;Madrugada
148;00:02:27;0;2;27;2;Madrugada
149;00:02:28;0;2;28;2;Madrugada
150;00:02:29;0;2;29;2;Madrugada
151;00:02:30;0;2;30;2;Madrugada
152;00:02:31;0;2;31;2;Madrugada
153;00:02:32;0;2;32;2;Madrugada
154;00:02:33;0;2;33;2;Madrugada
155;00:02:34;0;2;34;2;Madrugada
156;00:02:35;0;2;35;2;Madrugada
157;00:02:36;0;2;36;2;Madrugada
158;00:02:37;0;2;37;2;Madrugada
159;00:02:38;0;2;38;2;Madrugada
160;00:02:39;0;2;39;2;Madrugada
161;00:02:40;0;2;40;2;Madrugada
162;00:02:41;0;2;41;2;Madrugada
163;00:02:42;0;2;42;2;Madrugada
164;00:02:43;0;2;43;2;Madrugada
165;00:02:44;0;2;44;2;Madrugada
166;00:02:45;0;2;45;2;Madrugada
167;00:02:46;0;2;46;2;Madrugada
168;00:02:47;0;2;47;2;Madrugada
169;00:02:48;0;2;48;2;Madrugada
170;00:02:49;0;2;49;2;Madrugada
171;00:02:50;0;2;50;2;Madrugada
172;00:02:51;0;2;51;2;Madrugada
173;00:02:52;0;2;52;2;Madrugada
174;00:02:53;0;2;53;2;Madrugada
175;00:02:54;0;2;54;2;Madrugada
176;00:02:55;0;2;55;2;Madrugada
177;00:02:56;0;2;56;2;Madrugada
178;00:02:57;0;2;57;2;Madrugada
179;00:02:58;0;2;58;2;Madrugada
180;00:02:59;0;2;59;2;Madrugada
181;00:03:00;0;3;0;3;Madrugada
182;00:03:01;0;3;1;3;Madrugada
183;00:03:02;0;3;2;3;Madrugada
184;00:03:03;0;3;3;3;Madrugada
185;00:03:04;0;3;4;3;Madrugada
186;00:03:05;0;3;5;3;Madrugada
187;00:03:06;0;3;6;3;Madrugada
188;00:03:07;0;3;7;3;Madrugada
189;00:03:08;0;3;8;3;Madrugada
190;00:03:09;0;3;9;3;Madrugada
191;00:03:10;0;3;10;3;Madrugada
192;00:03:11;0;3;11;3;Madrugada
193;00:03:12;0;3;12;3;Madrugada
194;00:03:13;0;3;13;3;Madrugada
195;00:03:14;0;3;14;3;Madrugada
196;00:03:15;0;3;15;3;Madrugada
197;00:03:16;0;3;16;3;Madrugada
198;00:03:17;0;3;17;3;Madrugada
199;00:03:18;0;3;18;3;Madrugada
200;00:03:19;0;3;19;3;Madrugada
201;00:03:20;0;3;20;3;Madrugada
202;00:03:21;0;3;21;3;Madrugada
203;00:03:22;0;3;22;3;Madrugada
204;00:03:23;0;3;23;3;Madrugada
205;00:03:24;0;3;24;3;Madrugada
206;00:03:25;0;3;25;3;Madrugada
207;00:03:26;0;3;26;3;Madrugada
208;00:03:27;0;3;27;3;Madrugada
209;00:03:28;0;3;28;3;Madrugada
210;00:03:29;0;3;29;3;Madrugada
211;00:03:30;0;3;30;3;Madrugada
212;00:03:31;0;3;31;3;Madrugada
213;00:03:32;0;3;32;3;Madrugada
214;00:03:33;0;3;33;3;Madrugada
215;00:03:34;0;3;34;3;Madrugada
216;00:03:35;0;3;35;3;Madrugada
217;00:03:36;0;3;36;3;Madrugada
218;00:03:37;0;3;37;3;Madrugada
219;00:03:38;0;3;38;3;Madrugada
220;00:03:39;0;3;39;3;Madrugada
221;00:03:40;0;3;40;3;Madrugada
222;00:03:41;0;3;41;3;Madrugada
223;00:03:42;0;3;42;3;Madrugada
224;00:03:43;0;3;43;3;Madrugada
225;00:03:44;0;3;44;3;Madrugada
226;00:03:45;0;3;45;3;Madrugada
227;00:03:46;0;3;46;3;Madrugada
228;00:03:47;0;3;47;3;Madrugada
229;00:03:48;0;3;48;3;Madrugada
230;00:03:49;0;3;49;3;Madrugada
231;00:03:50;0;3;50;3;Madrugada
232;00:03:51;0;3;51;3;Madrugada
233;00:03:52;0;3;52;3;Madrugada
234;00:03:53;0;3;53;3;Madrugada
235;00:03:54;0;3;54;3;Madrugada
236;00:03:55;0;3;55;3;Madrugada
237;00:03:56;0;3;56;3;Madrugada
238;00:03:57;0;3;57;3;Madrugada
239;00:03:58;0;3;58;3;Madrugada
240;00:03:59;0;3;59;3;Madrugada
241;00:04:00;0;4;0;4;Madrugada
242;00:04:01;0;4;1;4;Madrugada
243;00:04:02;0;4;2;4;Madrugada
244;00:04:03;0;4;3;4;Madrugada
245;00:04:04;0;4;4;4;Madrugada
246;00:04:05;0;4;5;4;Madrugada
247;00:04:06;0;4;6;4;Madrugada
248;00:04:07;0;4;7;4;Madrugada
249;00:04:08;0;4;8;4;Madrugada
250;00:04:09;0;4;9;4;Madrugada
251;00:04:10;0;4;10;4;Madrugada
252;00:04:11;0;4;11;4;Madrugada
253;00:04:12;0;4;12;4;Madrugada
254;00:04:13;0;4;13;4;Madrugada
255;00:04:14;0;4;14;4;Madrugada
256;00:04:15;0;4;15;4;Madrugada
257;00:04:16;0;4;16;4;Madrugada
258;00:04:17;0;4;17;4;Madrugada
259;00:04:18;0;4;18;4;Madrugada
260;00:04:19;0;4;19;4;Madrugada
261;00:04:20;0;4;20;4;Madrugada
262;00:04:21;0;4;21;4;Madrugada
263;00:04:22;0;4;22;4;Madrugada
264;00:04:23;0;4;23;4;Madrugada
265;00:04:24;0;4;24;4;Madrugada
266;00:04:25;0;4;25;4;Madrugada
267;00:04:26;0;4;26;4;Madrugada
268;00:04:27;0;4;27;4;Madrugada
269;00:04:28;0;4;28;4;Madrugada
270;00:04:29;0;4;29;4;Madrugada
271;00:04:30;0;4;30;4;Madrugada
272;00:04:31;0;4;31;4;Madrugada
273;00:04:32;0;4;32;4;Madrugada
274;00:04:33;0;4;33;4;Madrugada
275;00:04:34;0;4;34;4;Madrugada
276;00:04:35;0;4;35;4;Madrugada
277;00:04:36;0;4;36;4;Madrugada
278;00:04:37;0;4;37;4;Madrugada
279;00:04:38;0;4;38;4;Madrugada
280;00:04:39;0;4;39;4;Madrugada
281;00:04:40;0;4;40;4;Madrugada
282;00:04:41;0;4;41;4;Madrugada
283;00:04:42;0;4;42;4;Madrugada
284;00:04:43;0;4;43;4;Madrugada
285;00:04:44;0;4;44;4;Madrugada
286;00:04:45;0;4;45;4;Madrugada
287;00:04:46;0;4;46;4;Madrugada
288;00:04:47;0;4;47;4;Madrugada
289;00:04:48;0;4;48;4;Madrugada
290;00:04:49;0;4;49;4;Madrugada
291;00:04:50;0;4;50;4;Madrugada
292;00:04:51;0;4;51;4;Madrugada
293;00:04:52;0;4;52;4;Madrugada
294;00:04:53;0;4;53;4;Madrugada
295;00:04:54;0;4;54;4;Madrugada
296;00:04:55;0;4;55;4;Madrugada
297;00:04:56;0;4;56;4;Madrugada
298;00:04:57;0;4;57;4;Madrugada
299;00:04:58;0;4;58;4;Madrugada
300;00:04:59;0;4;59;4;Madrugada
301;00:05:00;0;5;0;5;Madrugada
302;00:05:01;0;5;1;5;Madrugada
303;00:05:02;0;5;2;5;Madrugada
304;00:05:03;0;5;3;5;Madrugada
305;00:05:04;0;5;4;5;Madrugada
306;00:05:05;0;5;5;5;Madrugada
307;00:05:06;0;5;6;5;Madrugada
308;00:05:07;0;5;7;5;Madrugada
309;00:05:08;0;5;8;5;Madrugada
310;00:05:09;0;5;9;5;Madrugada
311;00:05:10;0;5;10;5;Madrugada
312;00:05:11;0;5;11;5;Madrugada
313;00:05:12;0;5;12;5;Madrugada
314;00:05:13;0;5;13;5;Madrugada
315;00:05:14;0;5;14;5;Madrugada
316;00:05:15;0;5;15;5;Madrugada
317;00:05:16;0;5;16;5;Madrugada
318;00:05:17;0;5;17;5;Madrugada
319;00:05:18;0;5;18;5;Madrugada
320;00:05:19;0;5;19;5;Madrugada
321;00:05:20;0;5;20;5;Madrugada
322;00:05:21;0;5;21;5;Madrugada
323;00:05:22;0;5;22;5;Madrugada
324;00:05:23;0;5;23;5;Madrugada
325;00:05:24;0;5;24;5;Madrugada
326;00:05:25;0;5;25;5;Madrugada
327;00:05:26;0;5;26;5;Madrugada
328;00:05:27;0;5;27;5;Madrugada
329;00:05:28;0;5;28;5;Madrugada
330;00:05:29;0;5;29;5;Madrugada
331;00:05:30;0;5;30;5;Madrugada
332;00:05:31;0;5;31;5;Madrugada
333;00:05:32;0;5;32;5;Madrugada
334;00:05:33;0;5;33;5;Madrugada
335;00:05:34;0;5;34;5;Madrugada
336;00:05:35;0;5;35;5;Madrugada
337;00:05:36;0;5;36;5;Madrugada
338;00:05:37;0;5;37;5;Madrugada
339;00:05:38;0;5;38;5;Madrugada
340;00:05:39;0;5;39;5;Madrugada
341;00:05:40;0;5;40;5;Madrugada
342;00:05:41;0;5;41;5;Madrugada
343;00:05:42;0;5;42;5;Madrugada
344;00:05:43;0;5;43;5;Madrugada
345;00:05:44;0;5;44;5;Madrugada
346;00:05:45;0;5;45;5;Madrugada
347;00:05:46;0;5;46;5;Madrugada
348;00:05:47;0;5;47;5;Madrugada
349;00:05:48;0;5;48;5;Madrugada
350;00:05:49;0;5;49;5;Madrugada
351;00:05:50;0;5;50;5;Madrugada
352;00:05:51;0;5;51;5;Madrugada
353;00:05:52;0;5;52;5;Madrugada
354;00:05:53;0;5;53;5;Madrugada
355;00:05:54;0;5;54;5;Madrugada
356;00:05:55;0;5;55;5;Madrugada
357;00:05:56;0;5;56;5;Madrugada
358;00:05:57;0;5;57;5;Madrugada
359;00:05:58;0;5;58;5;Madrugada
360;00:05:59;0;5;59;5;Madrugada
361;00:06:00;0;6;0;6;Madrugada
362;00:06:01;0;6;1;6;Madrugada
363;00:06:02;0;6;2;6;Madrugada
364;00:06:03;0;6;3;6;Madrugada
365;00:06:04;0;6;4;6;Madrugada
366;00:06:05;0;6;5;6;Madrugada
367;00:06:06;0;6;6;6;Madrugada
368;00:06:07;0;6;7;6;Madrugada
369;00:06:08;0;6;8;6;Madrugada
370;00:06:09;0;6;9;6;Madrugada
371;00:06:10;0;6;10;6;Madrugada
372;00:06:11;0;6;11;6;Madrugada
373;00:06:12;0;6;12;6;Madrugada
374;00:06:13;0;6;13;6;Madrugada
375;00:06:14;0;6;14;6;Madrugada
376;00:06:15;0;6;15;6;Madrugada
377;00:06:16;0;6;16;6;Madrugada
378;00:06:17;0;6;17;6;Madrugada
379;00:06:18;0;6;18;6;Madrugada
380;00:06:19;0;6;19;6;Madrugada
381;00:06:20;0;6;20;6;Madrugada
382;00:06:21;0;6;21;6;Madrugada
383;00:06:22;0;6;22;6;Madrugada
384;00:06:23;0;6;23;6;Madrugada
385;00:06:24;0;6;24;6;Madrugada
386;00:06:25;0;6;25;6;Madrugada
387;00:06:26;0;6;26;6;Madrugada
388;00:06:27;0;6;27;6;Madrugada
389;00:06:28;0;6;28;6;Madrugada
390;00:06:29;0;6;29;6;Madrugada
391;00:06:30;0;6;30;6;Madrugada
392;00:06:31;0;6;31;6;Madrugada
393;00:06:32;0;6;32;6;Madrugada
394;00:06:33;0;6;33;6;Madrugada
395;00:06:34;0;6;34;6;Madrugada
396;00:06:35;0;6;35;6;Madrugada
397;00:06:36;0;6;36;6;Madrugada
398;00:06:37;0;6;37;6;Madrugada
399;00:06:38;0;6;38;6;Madrugada
400;00:06:39;0;6;39;6;Madrugada
401;00:06:40;0;6;40;6;Madrugada
402;00:06:41;0;6;41;6;Madrugada
403;00:06:42;0;6;42;6;Madrugada
404;00:06:43;0;6;43;6;Madrugada
405;00:06:44;0;6;44;6;Madrugada
406;00:06:45;0;6;45;6;Madrugada
407;00:06:46;0;6;46;6;Madrugada
408;00:06:47;0;6;47;6;Madrugada
409;00:06:48;0;6;48;6;Madrugada
410;00:06:49;0;6;49;6;Madrugada
411;00:06:50;0;6;50;6;Madrugada
412;00:06:51;0;6;51;6;Madrugada
413;00:06:52;0;6;52;6;Madrugada
414;00:06:53;0;6;53;6;Madrugada
415;00:06:54;0;6;54;6;Madrugada
416;00:06:55;0;6;55;6;Madrugada
417;00:06:56;0;6;56;6;Madrugada
418;00:06:57;0;6;57;6;Madrugada
419;00:06:58;0;6;58;6;Madrugada
420;00:06:59;0;6;59;6;Madrugada
421;00:07:00;0;7;0;7;Madrugada
422;00:07:01;0;7;1;7;Madrugada
423;00:07:02;0;7;2;7;Madrugada
424;00:07:03;0;7;3;7;Madrugada
425;00:07:04;0;7;4;7;Madrugada
426;00:07:05;0;7;5;7;Madrugada
427;00:07:06;0;7;6;7;Madrugada
428;00:07:07;0;7;7;7;Madrugada
429;00:07:08;0;7;8;7;Madrugada
430;00:07:09;0;7;9;7;Madrugada
431;00:07:10;0;7;10;7;Madrugada
432;00:07:11;0;7;11;7;Madrugada
433;00:07:12;0;7;12;7;Madrugada
434;00:07:13;0;7;13;7;Madrugada
435;00:07:14;0;7;14;7;Madrugada
436;00:07:15;0;7;15;7;Madrugada
437;00:07:16;0;7;16;7;Madrugada
438;00:07:17;0;7;17;7;Madrugada
439;00:07:18;0;7;18;7;Madrugada
440;00:07:19;0;7;19;7;Madrugada
441;00:07:20;0;7;20;7;Madrugada
442;00:07:21;0;7;21;7;Madrugada
443;00:07:22;0;7;22;7;Madrugada
444;00:07:23;0;7;23;7;Madrugada
445;00:07:24;0;7;24;7;Madrugada
446;00:07:25;0;7;25;7;Madrugada
447;00:07:26;0;7;26;7;Madrugada
448;00:07:27;0;7;27;7;Madrugada
449;00:07:28;0;7;28;7;Madrugada
450;00:07:29;0;7;29;7;Madrugada
451;00:07:30;0;7;30;7;Madrugada
452;00:07:31;0;7;31;7;Madrugada
453;00:07:32;0;7;32;7;Madrugada
454;00:07:33;0;7;33;7;Madrugada
455;00:07:34;0;7;34;7;Madrugada
456;00:07:35;0;7;35;7;Madrugada
457;00:07:36;0;7;36;7;Madrugada
458;00:07:37;0;7;37;7;Madrugada
459;00:07:38;0;7;38;7;Madrugada
460;00:07:39;0;7;39;7;Madrugada
461;00:07:40;0;7;40;7;Madrugada
462;00:07:41;0;7;41;7;Madrugada
463;00:07:42;0;7;42;7;Madrugada
464;00:07:43;0;7;43;7;Madrugada
465;00:07:44;0;7;44;7;Madrugada
466;00:07:45;0;7;45;7;Madrugada
467;00:07:46;0;7;46;7;Madrugada
468;00:07:47;0;7;47;7;Madrugada
469;00:07:48;0;7;48;7;Madrugada
470;00:07:49;0;7;49;7;Madrugada
471;00:07:50;0;7;50;7;Madrugada
472;00:07:51;0;7;51;7;Madrugada
473;00:07:52;0;7;52;7;Madrugada
474;00:07:53;0;7;53;7;Madrugada
475;00:07:54;0;7;54;7;Madrugada
476;00:07:55;0;7;55;7;Madrugada
477;00:07:56;0;7;56;7;Madrugada
478;00:07:57;0;7;57;7;Madrugada
479;00:07:58;0;7;58;7;Madrugada
480;00:07:59;0;7;59;7;Madrugada
481;00:08:00;0;8;0;8;Madrugada
482;00:08:01;0;8;1;8;Madrugada
483;00:08:02;0;8;2;8;Madrugada
484;00:08:03;0;8;3;8;Madrugada
485;00:08:04;0;8;4;8;Madrugada
486;00:08:05;0;8;5;8;Madrugada
487;00:08:06;0;8;6;8;Madrugada
488;00:08:07;0;8;7;8;Madrugada
489;00:08:08;0;8;8;8;Madrugada
490;00:08:09;0;8;9;8;Madrugada
491;00:08:10;0;8;10;8;Madrugada
492;00:08:11;0;8;11;8;Madrugada
493;00:08:12;0;8;12;8;Madrugada
494;00:08:13;0;8;13;8;Madrugada
495;00:08:14;0;8;14;8;Madrugada
496;00:08:15;0;8;15;8;Madrugada
497;00:08:16;0;8;16;8;Madrugada
498;00:08:17;0;8;17;8;Madrugada
499;00:08:18;0;8;18;8;Madrugada
500;00:08:19;0;8;19;8;Madrugada
501;00:08:20;0;8;20;8;Madrugada
502;00:08:21;0;8;21;8;Madrugada
503;00:08:22;0;8;22;8;Madrugada
504;00:08:23;0;8;23;8;Madrugada
505;00:08:24;0;8;24;8;Madrugada
506;00:08:25;0;8;25;8;Madrugada
507;00:08:26;0;8;26;8;Madrugada
508;00:08:27;0;8;27;8;Madrugada
509;00:08:28;0;8;28;8;Madrugada
510;00:08:29;0;8;29;8;Madrugada
511;00:08:30;0;8;30;8;Madrugada
512;00:08:31;0;8;31;8;Madrugada
513;00:08:32;0;8;32;8;Madrugada
514;00:08:33;0;8;33;8;Madrugada
515;00:08:34;0;8;34;8;Madrugada
516;00:08:35;0;8;35;8;Madrugada
517;00:08:36;0;8;36;8;Madrugada
518;00:08:37;0;8;37;8;Madrugada
519;00:08:38;0;8;38;8;Madrugada
520;00:08:39;0;8;39;8;Madrugada
521;00:08:40;0;8;40;8;Madrugada
522;00:08:41;0;8;41;8;Madrugada
523;00:08:42;0;8;42;8;Madrugada
524;00:08:43;0;8;43;8;Madrugada
525;00:08:44;0;8;44;8;Madrugada
526;00:08:45;0;8;45;8;Madrugada
527;00:08:46;0;8;46;8;Madrugada
528;00:08:47;0;8;47;8;Madrugada
529;00:08:48;0;8;48;8;Madrugada
530;00:08:49;0;8;49;8;Madrugada
531;00:08:50;0;8;50;8;Madrugada
532;00:08:51;0;8;51;8;Madrugada
533;00:08:52;0;8;52;8;Madrugada
534;00:08:53;0;8;53;8;Madrugada
535;00:08:54;0;8;54;8;Madrugada
536;00:08:55;0;8;55;8;Madrugada
537;00:08:56;0;8;56;8;Madrugada
538;00:08:57;0;8;57;8;Madrugada
539;00:08:58;0;8;58;8;Madrugada
540;00:08:59;0;8;59;8;Madrugada
541;00:09:00;0;9;0;9;Madrugada
542;00:09:01;0;9;1;9;Madrugada
543;00:09:02;0;9;2;9;Madrugada
544;00:09:03;0;9;3;9;Madrugada
545;00:09:04;0;9;4;9;Madrugada
546;00:09:05;0;9;5;9;Madrugada
547;00:09:06;0;9;6;9;Madrugada
548;00:09:07;0;9;7;9;Madrugada
549;00:09:08;0;9;8;9;Madrugada
550;00:09:09;0;9;9;9;Madrugada
551;00:09:10;0;9;10;9;Madrugada
552;00:09:11;0;9;11;9;Madrugada
553;00:09:12;0;9;12;9;Madrugada
554;00:09:13;0;9;13;9;Madrugada
555;00:09:14;0;9;14;9;Madrugada
556;00:09:15;0;9;15;9;Madrugada
557;00:09:16;0;9;16;9;Madrugada
558;00:09:17;0;9;17;9;Madrugada
559;00:09:18;0;9;18;9;Madrugada
560;00:09:19;0;9;19;9;Madrugada
561;00:09:20;0;9;20;9;Madrugada
562;00:09:21;0;9;21;9;Madrugada
563;00:09:22;0;9;22;9;Madrugada
564;00:09:23;0;9;23;9;Madrugada
565;00:09:24;0;9;24;9;Madrugada
566;00:09:25;0;9;25;9;Madrugada
567;00:09:26;0;9;26;9;Madrugada
568;00:09:27;0;9;27;9;Madrugada
569;00:09:28;0;9;28;9;Madrugada
570;00:09:29;0;9;29;9;Madrugada
571;00:09:30;0;9;30;9;Madrugada
572;00:09:31;0;9;31;9;Madrugada
573;00:09:32;0;9;32;9;Madrugada
574;00:09:33;0;9;33;9;Madrugada
575;00:09:34;0;9;34;9;Madrugada
576;00:09:35;0;9;35;9;Madrugada
577;00:09:36;0;9;36;9;Madrugada
578;00:09:37;0;9;37;9;Madrugada
579;00:09:38;0;9;38;9;Madrugada
580;00:09:39;0;9;39;9;Madrugada
581;00:09:40;0;9;40;9;Madrugada
582;00:09:41;0;9;41;9;Madrugada
583;00:09:42;0;9;42;9;Madrugada
584;00:09:43;0;9;43;9;Madrugada
585;00:09:44;0;9;44;9;Madrugada
586;00:09:45;0;9;45;9;Madrugada
587;00:09:46;0;9;46;9;Madrugada
588;00:09:47;0;9;47;9;Madrugada
589;00:09:48;0;9;48;9;Madrugada
590;00:09:49;0;9;49;9;Madrugada
591;00:09:50;0;9;50;9;Madrugada
592;00:09:51;0;9;51;9;Madrugada
593;00:09:52;0;9;52;9;Madrugada
594;00:09:53;0;9;53;9;Madrugada
595;00:09:54;0;9;54;9;Madrugada
596;00:09:55;0;9;55;9;Madrugada
597;00:09:56;0;9;56;9;Madrugada
598;00:09:57;0;9;57;9;Madrugada
599;00:09:58;0;9;58;9;Madrugada
600;00:09:59;0;9;59;9;Madrugada
601;00:10:00;0;10;0;10;Madrugada
602;00:10:01;0;10;1;10;Madrugada
603;00:10:02;0;10;2;10;Madrugada
604;00:10:03;0;10;3;10;Madrugada
605;00:10:04;0;10;4;10;Madrugada
606;00:10:05;0;10;5;10;Madrugada
607;00:10:06;0;10;6;10;Madrugada
608;00:10:07;0;10;7;10;Madrugada
609;00:10:08;0;10;8;10;Madrugada
610;00:10:09;0;10;9;10;Madrugada
611;00:10:10;0;10;10;10;Madrugada
612;00:10:11;0;10;11;10;Madrugada
613;00:10:12;0;10;12;10;Madrugada
614;00:10:13;0;10;13;10;Madrugada
615;00:10:14;0;10;14;10;Madrugada
616;00:10:15;0;10;15;10;Madrugada
617;00:10:16;0;10;16;10;Madrugada
618;00:10:17;0;10;17;10;Madrugada
619;00:10:18;0;10;18;10;Madrugada
620;00:10:19;0;10;19;10;Madrugada
621;00:10:20;0;10;20;10;Madrugada
622;00:10:21;0;10;21;10;Madrugada
623;00:10:22;0;10;22;10;Madrugada
624;00:10:23;0;10;23;10;Madrugada
625;00:10:24;0;10;24;10;Madrugada
626;00:10:25;0;10;25;10;Madrugada
627;00:10:26;0;10;26;10;Madrugada
628;00:10:27;0;10;27;10;Madrugada
629;00:10:28;0;10;28;10;Madrugada
630;00:10:29;0;10;29;10;Madrugada
631;00:10:30;0;10;30;10;Madrugada
632;00:10:31;0;10;31;10;Madrugada
633;00:10:32;0;10;32;10;Madrugada
634;00:10:33;0;10;33;10;Madrugada
635;00:10:34;0;10;34;10;Madrugada
